Date,Fokontany,Location,Species,Sex,AgeYears,AgeMonths,PreviousVaccine,Page,Point,Commune
14-Apr-18,Ambahibe,Ambahibe,S,F,2,,,3,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,S,M,,4,,3,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,F,,5,,3,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,F,,3,,3,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,F,2,,,3,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,M,,3,,3,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,F,1,5,,3,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,M,3,,,3,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,M,1,5,,3,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,S,F,1,,,3,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,S,F,,6,,3,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,S,F,1,,,3,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,A,F,,8,,3,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,A,F,3,,,3,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,S,M,2,,,3,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,S,F,,7,,4,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,S,F,1,5,,4,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Campes des Maries,Campes des Maries,A,M,3,,,4,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,M,1,5,,4,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,M,,11,,4,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,M,,3,,4,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,S,F,,9,,4,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,F,10,,,4,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Amparatanjona,Bemasoandro,A,M,,7,,4,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Amparatanjona,Bemasoandro,S,M,,6,,4,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,F,,4,,4,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,S,F,,3,,4,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,S,F,1,5,,4,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,S,F,,4,,4,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,A,M,12,,,4,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,A,M,3,,,4,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,S,F,,4,,4,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,S,F,,6,,4,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,F,,5,,4,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,F,10,,,4,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,S,F,2,,,5,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,S,F,1,,,5,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,A,F,1,,,5,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,A,F,1,5,,5,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,M,2,5,,5,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,A,M,1,5,,5,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,S,M,1,4,,5,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,F,3,,,4,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,S,F,,5,,5,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,S,F,1,,,5,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,F,1,,,5,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,S,F,1,5,,5,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,M,2,,2017,5,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,S,M,2,,,5,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,S,M,4,,,5,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,F,2,,,4,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,S,F,5,,,5,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,S,F,,5,,5,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,A,F,,3,,5,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,M,4,,,5,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,S,M,,5,,5,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,A,M,2,,,5,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,S,M,,6,,5,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,A,F,4,,2017,6,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,A,M,3,5,,6,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,A,M,,11,,6,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,M,3,,,6,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,M,,9,,6,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,F,,3,,6,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,M,,7,,6,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,M,,4,,6,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,F,,3,,6,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,M,1,,,6,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,S,F,1,,,6,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,S,M,1,,,6,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,S,F,1,,,6,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,S,F,1,,,6,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,M,,5,,6,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,S,M,1,,,6,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,A,M,1,,,6,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,F,2,,,6,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,M,,5,,6,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,S,F,,8,,6,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,M,,2,,6,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,M,,2,,6,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,S,M,,8,,7,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,S,F,,8,,7,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,A,M,,2,,7,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,M,5,,2016,7,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,F,2,,,7,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,F,1,2,,7,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,M,1,2,,7,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,F,,11,,7,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,M,7,,,7,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,S,F,,7,,7,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,F,,5,,7,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,S,M,1,,,7,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Tsaralalana,Tsaralalana,A,F,,3,,7,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambodiakondro,Ambodiakondro,A,M,1,4,2017,7,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,F,1,5,,7,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,F,1,,,7,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,M,1,5,,7,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Campes des Maries,Campes des Maries,A,M,1,5,,7,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Campes des Maries,Campes des Maries,A,M,1,5,,7,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,M,1,,,7,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Campes des Maries,Campes des Maries,A,F,,8,,7,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,A,M,7,,,8,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,S,F,,3,,8,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,F,4,,,8,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,M,,3,,8,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,S,F,1,,,8,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,A,M,4,,,8,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Amparatanjona,Bemasoandro,A,M,4,,,8,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,F,1,,,8,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,F,,3,,8,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,F,,3,,8,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,M,1,,,8,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,S,F,,5,,8,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,S,M,1,,,8,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,S,F,1,,,8,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,S,F,2,,,8,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,F,1,,,8,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Campes des Maries,Campes des Maries,A,F,1,6,,8,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Campes des Maries,Campes des Maries,S,F,,5,,8,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Campes des Maries,Campes des Maries,S,F,,9,,8,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,A,F,,3,,8,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,A,F,2,,,8,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambarilava,Ambarilava,A,F,2,,,9,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,S,F,,3,,9,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Bemasoandro,Bemasoandro,A,F,3,,,9,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,S,F,1,,,9,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Ambahibe,Ambahibe,S,M,2,,,9,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Amparatanjona,Bemasoandro,A,F,,8,,9,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Amparatanjona,Bemasoandro,A,M,3,,,9,Bemasoandro + Ambahibe,Moramanga
14-Apr-18,Amparatanjona,Bemasoandro,A,M,,8,,9,Bemasoandro + Ambahibe,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,A,M,,9,,1,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,S,M,,6,,1,Moramanga Ville,Moramanga
16-Apr-18,Maroventy,Antanamandroso,S,M,5,,,1,Moramanga Ville,Moramanga
16-Apr-18,Antanamandroso Est,Antanamandroso,S,F,4,,,1,Moramanga Ville,Moramanga
16-Apr-18,Ankazobe,Antanamandroso,A,M,,7,,1,Moramanga Ville,Moramanga
16-Apr-18,Campes des Maries,Campes des Maries,A,F,1,,,1,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,M,7,,2016,1,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,F,1,,,1,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,M,3,,2017,1,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,M,1,,,1,Moramanga Ville,Moramanga
16-Apr-18,Antanamandroso Est,Antanamandroso,S,F,2,,,1,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,M,3,,,1,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,S,F,1,,,1,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,M,1,,,1,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,M,,4,,1,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,F,1,,,1,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,S,F,,6,,1,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,S,F,1,,,1,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,S,F,2,,,1,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,F,1,,,1,Moramanga Ville,Moramanga
16-Apr-18,Ambodiakondro,Ambodiakondro,A,F,3,,,1,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,F,1,,,2,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,M,,1,,2,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,M,,1,,2,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,M,,1,,2,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,M,,1,,2,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,S,F,,3,,2,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,S,M,,3,,2,Moramanga Ville,Moramanga
16-Apr-18,Tsarahonenana,Tsarahonenana,A,F,2,,,2,Moramanga Ville,Moramanga
16-Apr-18,Tsarahonenana,Tsarahonenana,A,F,1,,,2,Moramanga Ville,Moramanga
16-Apr-18,Maroventy,Antanamandroso,A,M,7,,,2,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,S,M,2,,,2,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,S,F,5,,,2,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,S,F,2,,,2,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,F,1,,,2,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,M,6,,,2,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,M,1,5,,2,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,M,5,,,2,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,M,5,,2016,2,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,F,3,,,2,Moramanga Ville,Moramanga
16-Apr-18,Mangarivotra,Antanamandroso,A,F,3,,,2,Moramanga Ville,Moramanga
16-Apr-18,Mangarivotra,Antanamandroso,A,F,8,,,2,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,M,1,,,3,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,S,F,,1,,3,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,F,3,,,3,Moramanga Ville,Moramanga
16-Apr-18,Ambodiakondro,Ambodiakondro,A,M,2,,,3,Moramanga Ville,Moramanga
16-Apr-18,Ambodiakondro,Ambodiakondro,A,F,3,,,3,Moramanga Ville,Moramanga
16-Apr-18,Mangarivotra,Antanamandroso,A,M,,2,,3,Moramanga Ville,Moramanga
16-Apr-18,Mangarivotra,Antanamandroso,A,M,,2,,3,Moramanga Ville,Moramanga
16-Apr-18,Mangarivotra,Antanamandroso,A,M,,2,,3,Moramanga Ville,Moramanga
16-Apr-18,Mangarivotra,Antanamandroso,A,M,1,,,3,Moramanga Ville,Moramanga
16-Apr-18,Mangarivotra,Antanamandroso,A,M,3,,,3,Moramanga Ville,Moramanga
16-Apr-18,Mangarivotra,Antanamandroso,A,F,3,,,3,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,M,1,,,3,Moramanga Ville,Moramanga
16-Apr-18,Campes des Maries,Campes des Maries,A,M,,6,,3,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,M,1,,,3,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,F,1,5,,3,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,F,1,5,,3,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,M,,4,,3,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,M,2,,,3,Moramanga Ville,Moramanga
16-Apr-18,Ambodiakondro,Ambodiakondro,A,M,1,,,3,Moramanga Ville,Moramanga
16-Apr-18,Mangarivotra,Antanamandroso,A,M,,1,,3,Moramanga Ville,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,A,F,3,,,3,Moramanga Ville,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,A,F,,3,,3,Moramanga Ville,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,A,M,,5,,3,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,F,1,6,,4,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,M,,4,,4,Moramanga Ville,Moramanga
16-Apr-18,Ambohimadera,Ambohimadera,A,M,3,,2016,4,Moramanga Ville,Moramanga
16-Apr-18,Ambohimadera,Ambohimadera,A,M,2,,,4,Moramanga Ville,Moramanga
16-Apr-18,Sahafitana,Sahafitana,A,M,3,,,4,Moramanga Ville,Ambohibary
16-Apr-18,Sahafitana,Sahafitana,A,F,,8,,4,Moramanga Ville,Ambohibary
16-Apr-18,Campes des Maries,Campes des Maries,S,M,,5,,4,Moramanga Ville,Moramanga
16-Apr-18,Ambodiakondro,Ambodiakondro,A,M,1,,,4,Moramanga Ville,Moramanga
16-Apr-18,Ankazobe,Antanamandroso,A,M,2,,,4,Moramanga Ville,Moramanga
16-Apr-18,Ankazobe,Antanamandroso,A,M,2,,,4,Moramanga Ville,Moramanga
16-Apr-18,Moramanga,Moramanga ville,A,M,2,5,,4,Moramanga Ville,Moramanga
16-Apr-18,Moramanga,Moramanga ville,A,F,2,5,,4,Moramanga Ville,Moramanga
16-Apr-18,Moramanga,Moramanga ville,A,F,1,5,,4,Moramanga Ville,Moramanga
16-Apr-18,Moramanga,Moramanga ville,A,F,2,,,4,Moramanga Ville,Moramanga
16-Apr-18,Moramanga,Moramanga ville,A,M,4,,,4,Moramanga Ville,Moramanga
16-Apr-18,Moramanga,Moramanga ville,A,M,1,,2017,4,Moramanga Ville,Moramanga
16-Apr-18,Moramanga,Moramanga ville,S,F,,5,,4,Moramanga Ville,Moramanga
16-Apr-18,Moramanga,Moramanga ville,S,F,,5,,4,Moramanga Ville,Moramanga
16-Apr-18,Ambodiakondro,Ambodiakondro,A,M,,4,,4,Moramanga Ville,Moramanga
16-Apr-18,Ambodiakondro,Ambodiakondro,A,F,,4,,4,Moramanga Ville,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,A,M,2,,,4,Moramanga Ville,Moramanga
16-Apr-18,Mangarivotra,Antanamandroso,A,M,5,,2017,5,Moramanga Ville,Moramanga
16-Apr-18,Mangarivotra,Antanamandroso,A,M,,8,,5,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,S,M,2,5,,5,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,S,F,2,5,,5,Moramanga Ville,Moramanga
16-Apr-18,Ambarilava,Ambarilava,A,F,2,,,5,Moramanga Ville,Moramanga
16-Apr-18,Moramanga Ambony,Moramanga Ambony,A,F,5,,,5,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,M,1,,,5,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,M,,8,,5,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,M,6,,,5,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,M,4,,,5,Moramanga Ville,Moramanga
16-Apr-18,Ambahibe,Ambahibe,A,M,,3,,5,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,M,1,,,5,Moramanga Ville,Moramanga
16-Apr-18,Sahafitana,Sahafitana,A,F,1,,,5,Moramanga Ville,Ambohibary
16-Apr-18,Moramanga ville,Moramanga ville,S,M,1,,,5,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,A,F,2,,,5,Moramanga Ville,Moramanga
16-Apr-18,Moramanga ville,Moramanga ville,S,M,2,,,5,Moramanga Ville,Moramanga
16-Apr-18,Antanamandroso ,Antanamandroso,S,F,1,,,5,Moramanga Ville,Moramanga
16-Apr-18,Antanamandroso ,Antanamandroso,S,M,,6,,5,Moramanga Ville,Moramanga
16-Apr-18,Ankazobe,Antanamandroso,A,M,4,,,5,Moramanga Ville,Moramanga
16-Apr-18,Antanamandroso,Antanamandroso,A,M,5,,,5,Moramanga Ville,Moramanga
16-Apr-18,Sahafitana,Sahafitana,A,M,3,,2017,5,Moramanga Ville,Ambohibary
16-Apr-18,Moramanga,Moramanga ville,A,M,,3,,6,Moramanga Ville,Moramanga
16-Apr-18,Moramanga,Moramanga ville,S,M,4,,,6,Moramanga Ville,Moramanga
16-Apr-18,Moramanga,Moramanga ville,A,M,,8,,6,Moramanga Ville,Moramanga
16-Apr-18,Moramanga,Moramanga ville,A,F,5,,,6,Moramanga Ville,Moramanga
16-Apr-18,Moramanga,Moramanga ville,A,M,3,,,6,Moramanga Ville,Moramanga
16-Apr-18,Moramanga,Moramanga ville,A,M,,8,,6,Moramanga Ville,Moramanga
16-Apr-18,Moramanga,Moramanga ville,A,F,3,,,6,Moramanga Ville,Moramanga
